発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価)
1991-05-17,FC,1M,SHT,シグマ商事,ファジカルファイター,"￥6,200","￥6,000代",0,-
1991-05-23,FC,2M,SLG,光栄,ランペルール,"￥11,800","￥12,000代",0,-
1991-05-24,FC,2M,SHT,タイトー,テトラスター,"￥7,400","￥7,500代",0,-
1991-05-24,FC,2M,RPG,データイースト,メタルマックス,"￥7,800","￥8,000代",0,-
1991-05-31,FC,256K,PZL,ヒューマン,エジプト,"￥3,800","￥4,000代",0,-
1991-05-31,FC,2M,SPT,サンソフト,なんてったってベースボール子ガメカセット'91開幕編,"￥2,280","￥2,500代",0,-
1991-06-21,FC,1M,ACT,テクモ,忍者龍剣伝Ⅲ～黄泉の方舟～,"￥6,200","￥6,000代",0,-
1991-06-21,FC,1M,ACT,カルチャーブレーン,飛龍の拳スペシャルファイティングウォーズ,"￥6,300","￥6,500代",0,-
1991-06-28,FC,4M,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsプールオブレイディアンス,"￥9,800","￥10,000代",0,-
1991-06-28,FC,1M,ETC,テクノスジャパン,すごろクエストダイスの戦士たち,"￥6,500","￥6,500代",0,-
1991-06-28,FC,1M,ACT,サミー工業,つっぱりウォーズ,"￥6,800","￥7,000代",0,-
1991-06-28,FC,1M,ACT,ハドソン,ボンバーマンⅡ,"￥5,800","￥6,000代",0,-
1991-06-28,FC,1M,ACT,タカラ,超人狼戦記ウォーウルフ,"￥6,500","￥6,500代",0,-
1991-06-28,FC,2M,TAB,任天堂,新4人打ちマージャン役満天国,"￥6,300","￥6,500代",0,-
1991-07-05,FC,2M,SPT,バップ,ベースボールファイター,"￥7,800","￥8,000代",0,-
1991-07-05,FC,1M,TAB,ヘクト,囲碁指南'91,"￥6,800","￥7,000代",0,-
1991-07-19,FC,1M,ACT,タイトー,JuJu伝説,"￥6,800","￥7,000代",0,-
1991-07-19,FC,1M,ACT,テクモ,キャッ党忍伝てやんでえ,"￥6,500","￥6,500代",0,-
1991-07-19,FC,1M,ACT,パックインビデオ,ダイハード,"￥6,500","￥6,500代",0,-
1991-07-19,FC,256K,PZL,アイジーエス,パズニック,"￥4,900","￥5,000代",0,-
1991-07-19,FC,1M,TAB,ココナッツジャパン,パチンコ大作戦1,"￥5,900","￥6,000代",0,-
1991-07-19,FC,4M,RAC,ナムコ,ファミリーサーキット'91,"￥7,800","￥8,000代",0,30
1991-07-19,FC,1M,ACT,カプコン,リトルマーメイド-人魚姫-,"￥5,800","￥6,000代",0,-
1991-07-26,FC,1M,ACT,テクノスジャパン,ダウンタウンスペシャルくにおくんの時代劇だよ全員集合,"￥6,500","￥6,500代",0,-
1991-07-31,FC,2M,RPG,Ｍ＆Ｍ,おたくの星座,"￥6,900","￥7,000代",0,-
1991-08-02,FC,1M,ACT,タイトー,SD刑事ブレイダー,"￥6,400","￥6,500代",0,-
1991-08-02,FC,2M,SHT,アイジーエス,ロボッ子ウォーズ,"￥6,900","￥7,000代",0,-
1991-08-03,FC,512K,RAC,アルトロン,スーパースプリント,"￥6,500","￥6,500代",0,-
1991-08-03,FC,2M,ETC,バンプレスト,マイライフマイラブぼくの夢わたしの願い,"￥9,600","￥9,500代",0,-
1991-08-09,FC,2M,ACT,アイジーエス,アルマジロ,"￥6,900","￥7,000代",0,-
1991-08-09,FC,256K,PZL,アテナ,DEBLOCK(デブロック),"￥4,980","￥5,000代",0,-
1991-08-09,FC,1M,ACT,バップ,ドキ！ドキ！遊園地～クレイジーランド大作戦～,"￥5,800","￥6,000代",0,-
1991-08-09,FC,2M,RPG,ケムコ,ドラゴンウォーズ,"￥6,800","￥7,000代",0,-
1991-08-09,FC,1M,RPG,アスク講談社,百の世界の物語,"￥6,200","￥6,000代",0,-
1991-08-10,FC,2M,RPG,バンダイ,ドラゴンボールZⅡ激神フリーザ！！,"￥8,200","￥8,000代",79,-
1991-08-21,FC,1M,SLG,ポニーキャニオン,A列車で行こう,"￥7,800","￥8,000代",0,-
1991-08-27,FC,1M,SHT,コナミ,クライシスフォース,"￥6,000","￥6,000代",0,-
1991-08-29,FC,2M,SLG,光栄,ロイヤルブラッド,"￥9,800","￥10,000代",0,-
1991-08-30,FC,4M,ADV,HAL研究所,メタルスレイダーグローリー,"￥8,900","￥9,000代",0,-
1991-08-30,FC,1M,ACT,アイレム,快傑ヤンチャ丸2からくりランド,"￥5,800","￥6,000代",0,-
1991-09-13,FC,2M,ACT,ビスコ,ウエスタンキッズ,"￥7,800","￥8,000代",0,-
1991-09-13,FC,1M,ETC,アテナ,ゲームデザイナー養成ソフト絵描衛門(でざえもん),"￥9,800","￥10,000代",0,-
1991-09-20,FC,1M,ACT,エピックソニー,ドラゴンズレア,"￥5,900","￥6,000代",0,-
1991-09-20,FC,1M,ACT,サンソフト,へべれけ,"￥6,200","￥6,000代",0,-
1991-09-20,FC,2M,SPT,任天堂,マリオオープンゴルフ,"￥5,825","￥6,000代",0,31
1991-09-27,FC,2M,RPG,ビクター音楽産業,イースⅢワンダラーズフロムイース,"￥7,500","￥7,500代",0,-
1991-09-27,FC,1M,ACT,アイレム,スパルタンX2,"￥5,500","￥5,500代",0,-
1991-09-27,FC,1M,ACT,サンソフト,バトルフォーミュラ,"￥6,200","￥6,000代",0,-
1991-09-27,FC,1M,RAC,バリエ,中嶋悟監修F-1ヒーロー2,"￥5,900","￥6,000代",0,-
1991-10-04,FC,1M,ETC,ナムコ,ちびまる子ちゃんうきうきショッピング,"￥5,800","￥6,000代",0,-
1991-10-05,FC,1M,RPG,ユタカ,からくり剣豪伝ムサシロード～からくり人疾走る～,"￥6,800","￥7,000代",0,-
1991-10-12,FC,2M,RPG,バンダイ,SDガンダム外伝ナイトガンダム物語2光の騎士,"￥8,200","￥8,000代",0,-
1991-10-25,FC,2M,RPG,ナツメ,カオスワールド,"￥7,000","￥7,000代",0,-
1991-10-25,FC,1M,ACT,シグマ商事,たいむゾーン,"￥6,200","￥6,000代",0,-
1991-10-26,FC,1M,ACT,エンジェル,特救指令ソルブレイン,"￥6,000","￥6,000代",0,-
1991-10-30,FC,1M,PZL,ヘクト,グレートディール,"￥6,800","￥7,000代",0,-
1991-11-01,FC,2M,TAB,トミー,モノポリー,"￥6,800","￥7,000代",0,-
1991-11-15,FC,1M,ACT,ビクター音楽産業,スターウォーズ(ビクター製),"￥6,700","￥6,500代",0,-
1991-11-15,FC,2M,RPG,テクモ,ラディア戦記黎明篇,"￥6,900","￥7,000代",0,-
1991-11-15,FC,1M,ADV,タカラ,少年アシベネパール大冒険の巻,"￥6,980","￥7,000代",0,-
1991-11-15,FC,1M,ACT,アイレム,大工の源さん,"￥6,500","￥6,500代",0,-
1991-11-15,FC,1M,SHT,ソフエル,地底戦空バゾルダー,"￥6,300","￥6,500代",0,-
1991-11-22,FC,4M,TAB,ココナッツジャパン,パチ夫くん4,"￥8,800","￥9,000代",0,-
1991-11-22,FC,256K,PZL,キャラクターソフト,みんなのたあ坊のなかよし大作戦,"￥3,980","￥4,000代",0,-
1991-11-22,FC,2M,SPT,ジャレコ,燃えプロ！最強編,"￥6,700","￥6,500代",0,-
1991-11-29,FC,4M,TAB,トミー,アメリカ横断ウルトラクイズ史上最大の戦い,"￥7,800","￥8,000代",0,-
1991-11-29,FC,1M,TAB,アイマックス,ファミコン囲碁入門,"￥6,500","￥6,500代",0,-
1991-11-29,FC,1M,SLG,コナミ,ランパート,"￥5,800","￥6,000代",0,-
1991-12-06,FC,1M,ACT,東亜プラン,スノーブラザーズ,"￥6,500","￥6,500代",0,-
1991-12-06,FC,4M,ACT,カプコン,ロックマン4新たなる野望！？,"￥7,800","￥8,000代",0,-
1991-12-06,FC,1M,ACT,ナムコ,平成天才バカボン,"￥5,800","￥6,000代",0,-
1991-12-13,FC,1M,TAB,ヨネザワ,ギミアぶれいく史上最強のクイズ王決定戦,"￥9,800","￥10,000代",0,-
1991-12-13,FC,1M,ACT,ジャレコ,つるピカハゲ丸めざせ！つるセコの証,"￥6,300","￥6,500代",0,-
1991-12-13,FC,2M,ACT,コナミ,ティーンエージミュータントニンジャタートルズ2ザ・マンハッタンプロジェクト,"￥6,900","￥7,000代",0,-
1991-12-13,FC,2M,SPT,テクモ,テクモスーパーボウル,"￥7,980","￥8,000代",0,-
1991-12-13,FC,1M,PZL,BPS,テトリス2+ボンブリス,"￥6,500","￥6,500代",0,30
1991-12-14,FC,1M,PZL,任天堂,ヨッシーのたまご,"￥4,757","￥5,000代",0,-
1991-12-20,FC,1M,ACT,アスミック,アスミッくんランド,"￥6,300","￥6,500代",0,-
1991-12-20,FC,1M,ETC,アルトロン,アンタッチャブル,"￥6,800","￥7,000代",0,-
1991-12-20,FC,1M,ACT,サンソフト,ダイナマイトバットマン,"￥6,500","￥6,500代",0,-
1991-12-20,FC,1M,ACT,コナミ,タイニートゥーンアドベンチャーズ,"￥4,900","￥5,000代",0,-
1991-12-20,FC,2M,ACT,アイレム,パーマンPART2秘密結社マドー団をたおせ！,"￥5,500","￥5,500代",0,-
1991-12-20,FC,2M,ACT,日本コンピュータシステム,バトルトード,"￥6,500","￥6,500代",0,30
1991-12-20,FC,1M,ACT,タカラ,バナナン王子の大冒険,"￥5,900","￥6,000代",0,-
1991-12-20,FC,1M,SPT,ナムコ,ファミスタ'92,"￥5,000","￥5,000代",0,-
1991-12-20,FC,1M,SLG,アスキー,ベスト競馬ダービースタリオン,"￥6,800","￥7,000代",0,32
1991-12-20,FC,2M,RPG,ソフエル,モンスターメーカー7つの秘宝,"￥6,800","￥7,000代",0,-
1991-12-20,FC,1M,TAB,ココナッツジャパン,東京パチスロアドベンチャー,"￥6,800","￥7,000代",0,-
1991-12-20,FC,2M,TAB,タイトー,爆笑！！人生劇場3,"￥6,400","￥6,500代",0,-
1991-12-21,FC,2M,SLG,ユタカ,SDガンダムガチャポン戦士4ニュータイプストーリー,"￥8,500","￥8,500代",0,-
1991-12-21,FC,4M,SLG,光栄,信長の野望武将風雲録,"￥11,800","￥12,000代",0,-
1991-12-21,FC,1M,ACT,エンジェル,鳥人戦隊ジェットマン,"￥6,000","￥6,000代",0,-
1991-12-25,FC,1M,ACT,アトラス,チキチキマシン猛レース,"￥6,800","￥7,000代",0,-
1991-12-26,FC,1M,SLG,ヨネザワ,バトルストーム,"￥5,800","￥6,000代",0,-
1991-12-27,FC,1M,ETC,ホットビィ,ザ・ブルーマリーン,"￥6,300","￥6,500代",0,-
1991-12-27,FC,1M,ACT,エピックソニー,ハドソンホーク,"￥5,900","￥6,000代",0,-
1991-12-29,FC,2M,RPG,ユタカ,ウルトラマン倶楽部3またまた出撃！！ウルトラ兄弟,"￥7,800","￥8,000代",0,-
1991-12-29,FC,4M,RPG,バンダイ,ファミコンジャンプⅡ最強の7人,"￥8,500","￥8,500代",0,-
1991-12-29,FC,2M,RPG,バンプレスト,第2次スーパーロボット大戦,"￥8,200","￥8,000代",0,31
1992-01-03,FC,2M,RPG,コナミ,がんばれゴエモン外伝2天下の財宝,"￥6,980","￥7,000代",0,-
1992-01-07,FC,1M,ACT,ジャレコ,ピザポップ,"￥6,300","￥6,500代",0,-
1992-01-11,FC,1M,SHT,アイレム,太陽の勇者ファイバード,"￥6,800","￥7,000代",0,-
1992-01-24,FC,1M,PZL,テクモ,ソロモンの鍵2クールミン島救出作戦,"￥6,200","￥6,000代",0,-
1992-01-24,FC,2M,SLG,ヘクト,ビジネスウォーズ最強の企業戦略M＆A,"￥9,700","￥9,500代",0,-
1992-01-25,FC,2M,RPG,ポニーキャニオン,バーズテイルⅡTHEDISTINYKNIGHT,"￥7,000","￥7,000代",0,-
1992-01-30,FC,2M,TAB,ヘクト,将棋名鑑'92,"￥6,800","￥7,000代",0,-
1992-01-31,FC,2M,ACT,サンソフト,ギミック,"￥6,200","￥6,000代",0,-
1992-01-31,FC,1M,ACT,タイトー,ドンドコドン2,"￥5,900","￥6,000代",0,-
1992-01-31,FC,1M,ACT,コナミ,バッキーオヘア,"￥5,800","￥6,000代",0,-
1992-02-07,FC,2M,RAC,日本物産,F-1サーカス,"￥6,600","￥6,500代",0,-
1992-02-07,FC,1M,SPT,テクノスジャパン,いけいけ熱血ホッケー部「すべってころんで大乱闘」,"￥6,200","￥6,000代",0,-
1992-02-14,FC,1M,ETC,アイマックス,ネイビーブルー,"￥5,900","￥6,000代",0,-
1992-02-21,FC,1M,RPG,ポニーキャニオン,AdvancedDungeon＆Dragonsドラゴンオブフレイム,"￥6,800","￥7,000代",0,-
1992-02-28,FC,1M,PZL,サミー工業,パズロット,"￥5,600","￥5,500代",0,-
1992-03-06,FC,2M,RPG,サミー工業,マジックキャンドル,"￥7,800","￥8,000代",0,-
1992-03-06,FC,1M,ACT,タカラ,伝染るんです。かわうそハワイへ行く,"￥6,800","￥7,000代",0,-
1992-03-10,FC,1M,TAB,ヘクト,囲碁指南'92,"￥6,800","￥7,000代",0,-
1992-03-13,FC,2M,SPT,ナムコ,ナムコクラシックⅡ,"￥5,900","￥6,000代",0,-
1992-03-14,FC,2M,SLG,任天堂,ファイアーエムブレム外伝,"￥6,600","￥6,500代",0,-
1992-03-19,FC,1M,SPT,タイトー,究極ハリキリ甲子園,"￥6,900","￥7,000代",0,-
1992-03-20,FC,2M,ETC,ハドソン,SUPER桃太郎電鉄,"￥5,800","￥6,000代",0,-
1992-03-20,FC,1M,ETC,エンジェル,それいけ！アンパンマンみんなでハイキングゲーム！,"￥6,000","￥6,000代",0,-
1992-03-27,FC,1M,ACT,エピックソニー,HOOK,"￥5,900","￥6,000代",0,-
1992-03-27,FC,1M,ACT,ホットビィ,WWFレッスルマニアチャレンジ,"￥5,300","￥5,500代",0,-
1992-03-27,FC,1M,ACT,キャラクターソフト,ハローキティワールド,"￥4,800","￥5,000代",0,-
1992-03-27,FC,1M,ACT,ジャレコ,プラズマボール,"￥6,300","￥6,500代",0,-
1992-03-28,FC,1M,SPT,サンソフト,炎の闘球児ドッジ弾平,"￥6,500","￥6,500代",0,-
1992-04-17,FC,256K,ACT,タカラ,ひらけ！ポンキッキ,"￥4,980","￥5,000代",0,-
1992-04-17,FC,4M,ADV,ココナッツジャパン,舛添要一朝までファミコン,"￥7,980","￥8,000代",0,-
1992-04-24,FC,1M,RAC,科研,エキサイティングラリー,"￥5,900","￥6,000代",0,-
1992-04-24,FC,1M,ACT,タイトー,わんぱくコックンのグルメワールド,"￥5,900","￥6,000代",0,-
1992-04-24,FC,1M,ACT,アイレム,重力装甲メタルストーム,"￥6,500","￥6,500代",0,-
1992-04-25,FC,1M,ADV,ユタカ,ひょっこりひょうたん島なぞのかいぞくせん,"￥6,000","￥6,000代",0,-
1992-05-20,FC,2M,TAB,日本物産,麻雀大戦,"￥6,600","￥6,500代",0,-
1992-05-29,FC,2M,TAB,ヘクト,クイズプロジェクトQ,"￥6,800","￥7,000代",0,-
1992-06-05,FC,1M,SPT,カプコン,CAPCOMバルセロナ'92,"￥6,500","￥6,500代",0,-
1992-06-10,FC,2M,SLG,ナムコ,三国志Ⅱ覇王の大陸,"￥6,900","￥7,000代",0,-
1992-06-19,FC,1M,ACT,バンダイ,まじかる☆タルるートくん2まほうだいぼうけん,"￥5,800","￥6,000代",0,-
1992-06-26,FC,2M,RPG,コナミ,エスパードリーム2新たなる戦い,"￥6,800","￥7,000代",0,30
1992-06-26,FC,1M,ACT,パックインビデオ,ターミネーター2,"￥6,500","￥6,500代",0,-
1992-06-26,FC,1M,SPT,テクノスジャパン,びっくり熱血新記録はるかなる金メダル,"￥6,500","￥6,500代",0,-
1992-06-26,FC,1M,SLG,アイジーエス,陰謀の惑星シャンカラ,"￥9,700","￥9,500代",0,-
1992-06-26,FC,2M,ACT,タイトー,聖鈴伝説リックル,"￥6,800","￥7,000代",0,-
1992-07-03,FC,1M,SPT,ジーオーワン,THEGOLF'92(ザゴルフ92),"￥6,900","￥7,000代",0,-
1992-07-10,FC,1M,TAB,ココナッツジャパン,パチンコ大作戦2,"￥6,900","￥7,000代",0,-
1992-07-17,FC,1M,SHT,ナグザット,SummerCarnical'92烈火(サマーカーニバル),"￥4,980","￥5,000代",0,-
1992-07-17,FC,256K,SPT,キャラクターソフト,サンリオカップポンポンバレー,"￥3,980","￥4,000代",0,-
1992-07-17,FC,1M,ACT,カプコン,レッドアリーマーⅡ,"￥5,800","￥6,000代",0,-
1992-07-17,FC,1M,ACT,トミー,三つ目がとおる,"￥6,500","￥6,500代",0,-
1992-07-24,FC,2M,RPG,セタ,シルヴァサーガ,"￥7,800","￥8,000代",0,-
1992-07-24,FC,1M,ACT,ジャレコ,闘魂倶楽部,"￥6,300","￥6,500代",0,-
1992-07-29,FC,1M,ACT,ユタカ,魔法のプリンセスミンキーモモリメンバードリーム,"￥6,000","￥6,000代",0,-
1992-07-31,FC,1M,ACT,ハドソン,高橋名人の冒険島Ⅲ,"￥5,800","￥6,000代",0,-
1992-08-07,FC,2M,SHT,パックインビデオ,エイセスアイアンイーグルⅢ,"￥7,400","￥7,500代",0,-
1992-08-07,FC,2M,RPG,バンダイ,ドラゴンボールZⅢ烈戦人造人間,"￥7,800","￥8,000代",0,-
1992-08-07,FC,1M,ACT,タイトー,フリントストーンTHERESCUEOFDINO＆HOPPY,"￥6,800","￥7,000代",0,-
1992-08-28,FC,2M,ACT,ヘクト,ムーンクリスタル,"￥7,800","￥8,000代",0,-
1992-08-28,FC,2M,TAB,ヨネザワ,ギミアぶれいく史上最強のクイズ王決定戦2,"￥6,800","￥7,000代",0,-
1992-08-29,FC,1M,ETC,アスキー,ダービースタリオン全国版,"￥7,200","￥7,000代",0,-
1992-09-14,FC,1M,ACT,任天堂,スーパーマリオUSA,"￥4,900","￥5,000代",0,-
1992-09-18,FC,2M,ETC,ココナッツジャパン,1999ほれ、みたことか！世紀末,"￥7,300","￥7,500代",0,-
1992-09-22,FC,2M,RPG,ナムコ,ナムコプリズムゾーンドリームマスター,"￥5,800","￥6,000代",0,-
1992-09-25,FC,1M,SPT,ジャレコ,ゴール(GOAL),"￥6,300","￥6,500代",0,-
1992-09-25,FC,1M,ACT,ケムコ,ミッキーマウスⅢ夢ふうせん,"￥5,900","￥6,000代",0,-
1992-09-29,FC,1M,ACT,タイトー,キャプテンセイバー,"￥5,900","￥6,000代",0,-
1992-10-09,FC,2M,ETC,バンプレスト,シャッフルファイト,"￥7,600","￥7,500代",0,-
1992-10-16,FC,1M,ETC,BPS,スポット,"￥5,500","￥5,500代",0,-
1992-10-16,FC,2M,SLG,アスキー,ベストプレープロ野球スペシャル,"￥7,500","￥7,500代",0,-
1992-10-22,FC,1M,SPT,ナムコ,トップストライカー,"￥5,800","￥6,000代",0,-
1992-10-23,FC,2M,RPG,バンダイ,SDガンダム外伝ナイトガンダム物語3伝説の騎士団,"￥7,800","￥8,000代",0,-
1992-10-30,FC,4M,RPG,日本コンピュータシステム,ダブルムーン伝説,"￥7,900","￥8,000代",0,-
1992-11-06,FC,1M,ACT,エンジェル,恐竜戦隊ジュウレンジャー,"￥6,000","￥6,000代",0,-
1992-11-13,FC,1M,ACT,アルトロン,トムとジェリー,"￥6,800","￥7,000代",0,-
1992-11-13,FC,1M,RAC,ココナッツジャパン,フェラーリGRANDPRIXCHALLENGE,"￥7,300","￥7,500代",0,-
1992-11-20,FC,1M,RPG,トミー,コロンブス黄金の夜明け,"￥7,500","￥7,500代",0,-
1992-11-21,FC,1M,PZL,任天堂,ヨッシーのクッキー,"￥4,757","￥5,000代",0,-
1992-11-27,FC,1M,ACT,コナミ,タイニートゥーンアドベンチャー2モンタナランドへようこそ,"￥4,900","￥5,000代",0,-
1992-11-27,FC,1M,TAB,ヘクト,囲碁指南'93,"￥6,800","￥7,000代",0,-
1992-12-04,FC,1M,PZL,バップ,ちいさなおばけアッチコッチソッチ,"￥6,800","￥7,000代",0,-
1992-12-04,FC,2M,ACT,カプコン,ロックマン5ブルースの罠！？,"￥7,800","￥8,000代",0,-
1992-12-04,FC,2M,TAB,ヘクト,将棋名鑑'93,"￥6,800","￥7,000代",0,-
1992-12-08,FC,2M,ACT,ナムコ,ワギャンランド3,"￥5,800","￥6,000代",0,-
1992-12-11,FC,1M,ACT,ヒロ,キョロちゃんランド,"￥5,800","￥6,000代",0,-
1992-12-11,FC,256K,ACT,キャラクターソフト,ハローキティのおはなばたけ,"￥3,980","￥4,000代",0,-
1992-12-11,FC,1M,ACT,ジャレコ,妖精物語ロッドランド,"￥6,500","￥6,500代",0,-
1992-12-15,FC,4M,RPG,エニックス,ジャストブリード,"￥9,700","￥9,500代",0,-
1992-12-18,FC,1M,ACT,サンソフト,バーコードワールド,"￥7,200","￥7,000代",0,-
1992-12-22,FC,1M,SLG,ユタカ,SDガンダムガチャポン戦士5バトルオブユニバーサルセンチュリー,"￥6,800","￥7,000代",0,-
1992-12-22,FC,1M,SPT,ナムコ,ファミスタ'93,"￥4,900","￥5,000代",0,-
1992-12-23,FC,1M,ACT,テクノスジャパン,熱血格闘伝説,"￥6,500","￥6,500代",0,-
1992-12-25,FC,1M,ACT,エンジェル,ウルトラマン倶楽部怪獣大決戦,"￥6,800","￥7,000代",0,-
1992-12-25,FC,1M,ACT,バンプレスト,グレイトバトルサイバー,"￥7,300","￥7,500代",0,-
1992-12-25,FC,4M,ETC,サミー工業,嗚呼！野球人生一直線,"￥7,300","￥7,500代",0,-
1992-12-29,FC,2M,ACT,バンダイ,[データック]ドラゴンボールZ激闘天下一武道会,"￥7,800","￥8,000代",0,-
1993-01-14,FC,256K,PZL,キャラクターソフト,サンリオカーニバル2,"￥3,980","￥4,000代",0,-
1993-01-15,FC,2M,TAB,カプコン,ワイリー＆ライトのロックボードザッツパラダイス,"￥6,500","￥6,500代",0,-
1993-01-22,FC,1M,ETC,エンジェル,仮面ライダーSDグランショッカーの野望,"￥6,500","￥6,500代",0,-
1993-01-29,FC,1M,RAC,コナミ,F-1センセーション,"￥5,800","￥6,000代",0,-
1993-02-05,FC,1M,ACT,コナミ,悪魔城ドラキュラ,"￥3,900","￥4,000代",0,32
1993-02-19,FC,1M,ACT,キャラクターソフト,けろけろけろっぴの大冒険2ドーナツ池はおおさわぎ,"￥5,400","￥5,500代",0,-
1993-02-19,FC,4M,SPT,バンプレスト,バトルベースボール,"￥8,600","￥8,500代",0,-
1993-02-26,FC,1M,ACT,コナミ,バイオミラクルぼくってウパ,"￥3,900","￥4,000代",0,-
1993-03-05,FC,1M,ACT,タイトー,バブルボブル2,"￥5,900","￥6,000代",0,-
1993-03-05,FC,2M,SPT,ジャレコ,めざせ！トッププロ～グリーンに賭ける夢～,"￥6,500","￥6,500代",0,-
1993-03-06,FC,1M,SPT,ジャレコ,USAアイスホッケーinFC,"￥6,300","￥6,500代",0,-
1993-03-12,FC,2M,ACT,ビクター音楽産業,スターウォーズ帝国の逆襲(ビクター製),"￥7,900","￥8,000代",0,-
1993-03-19,FC,1M,ADV,サンソフト,ぴょこたんの大迷路,"￥6,000","￥6,000代",0,-
1993-03-19,FC,1M,ETC,ヨネザワ,カジノダービー,"￥5,500","￥5,500代",0,-
1993-03-23,FC,4M,ACT,任天堂,星のカービィ夢の泉の物語,"￥6,300","￥6,500代",100,33
1993-03-25,FC,4M,SLG,光栄,蒼き狼と白き牝鹿元朝秘史,"￥11,800","￥12,000代",0,-
1993-03-26,FC,1M,SHT,コナミ,もえろツインビーシナモン博士を救え,"￥3,900","￥4,000代",0,-
1993-03-26,FC,2M,ETC,アイレム,愛先生のOSHIETEわたしの星,"￥12,800","￥13,000代",0,-
1993-03-26,FC,2M,SPT,サンソフト,炎の闘球児ドッジ弾平2,"￥6,800","￥7,000代",0,-
1993-03-30,FC,1M,ACT,アイレム,快傑ヤンチャ丸3対決！ゾウリンゲン,"￥6,500","￥6,500代",0,-
1993-04-23,FC,2M,SLG,バンダイ,[データック]SDガンダムガンダムウォーズ,"￥2,800","￥3,000代",0,-
1993-04-23,FC,2M,SPT,バンダイ,[データック]ウルトラマン倶楽部スポ根ファイト,"￥2,800","￥3,000代",0,-
1993-04-23,FC,1M,SPT,テクノスジャパン,くにおくんの熱血サッカーリーグ,"￥6,500","￥6,500代",0,-
1993-04-23,FC,1M,ACT,タイトー,ジェットソン,"￥6,800","￥7,000代",0,-
1993-04-23,FC,1M,ACT,カプコン,ダックテイルズ2,"￥5,800","￥6,000代",0,-
1993-04-28,FC,4M,ETC,ヨネザワ,ゴリラーマン,"￥6,900","￥7,000代",0,-
1993-05-21,FC,2M,ACT,任天堂,ジョイメカファイト,"￥4,900","￥5,000代",0,-
1993-06-11,FC,2M,TAB,ココナッツジャパン,パチ夫くん5Jrの挑戦,"￥8,500","￥8,500代",0,-
1993-06-11,FC,1M,ACT,カプコン,マイティファイナルファイト,"￥6,500","￥6,500代",0,-
1993-06-19,FC,1M,SPT,アイジーエス,JリーグファイティングサッカーTHEKINGOFACESTRIKERS,"￥7,900","￥8,000代",0,-
1993-07-09,FC,1M,RPG,ユタカ,うしおととら深淵の大妖,"￥7,800","￥8,000代",0,-
1993-07-23,FC,1M,PZL,徳間書店,ぷよぷよ,"￥5,900","￥6,000代",0,-
1993-07-30,FC,2M,ACT,ハドソン,FC原人,"￥5,800","￥6,000代",0,-
1993-07-30,FC,1M,RPG,エンジェル,甲竜伝説ヴィルガスト外伝,"￥8,000","￥8,000代",0,-
1993-08-06,FC,2M,RPG,バンダイ,ドラゴンボールZ外伝サイヤ人絶滅計画,"￥7,800","￥8,000代",90,-
1993-08-27,FC,1M,PZL,バンダイ,[データック]クレヨンしんちゃんオイラとポイポイ,"￥2,600","￥2,500代",0,-
1993-08-27,FC,2M,PZL,バンダイ,クレヨンしんちゃんオイラとポイポイ,"￥5,800","￥6,000代",0,-
1993-09-17,FC,1M,TAB,ココナッツジャパン,パチスロアドベンチャー2そろっ太くんのパチスロ探偵団,"￥6,900","￥7,000代",0,-
1993-09-21,FC,1M,PZL,任天堂,テトリスフラッシュ,"￥5,900","￥6,000代",0,-
1993-10-22,FC,2M,ACT,バンダイ,[データック]幽☆遊☆白書爆闘暗黒武術会,"￥2,800","￥3,000代",0,-
1993-10-22,FC,2M,ACT,アイレム,大工の源さん2赤毛のダンの逆襲,"￥6,800","￥7,000代",0,-
1993-10-29,FC,2M,RPG,バンダイ,ろくでなしBLUES,"￥7,800","￥8,000代",0,-
1993-11-05,FC,4M,ACT,カプコン,ロックマン6史上最大の闘い,"￥7,800","￥8,000代",0,-
1993-11-12,FC,2M,ACT,ビーアイ,[データック]バトルラッシュ,"￥2,800","￥3,000代",0,-
1993-11-26,FC,2M,ETC,タカラ,RPG人生ゲーム,"￥7,800","￥8,000代",0,-
1993-12-01,FC,1M,ACT,キャラクターソフト,けろっぴとけろりーぬのスプラッシュボム,"￥4,980","￥5,000代",0,-
1993-12-01,FC,1M,SPT,ナムコ,ファミスタ'94,"￥3,900","￥4,000代",0,-
1993-12-10,FC,1M,ACT,カプコン,チップとデールの大作戦2,"￥5,800","￥6,000代",0,-
1993-12-10,FC,1M,ADV,ユタカ,なかよしといっしょ,"￥7,800","￥8,000代",0,-
1993-12-17,FC,1M,TAB,ヘクト,囲碁指南'94,"￥6,800","￥7,000代",0,-
1993-12-17,FC,4M,RPG,ハドソン,桃太郎伝説外伝,"￥6,800","￥7,000代",0,-
1993-12-17,FC,1M,SPT,テクノスジャパン,熱血！すとりーとバスケットがんばれDUNKHEROES,"￥6,500","￥6,500代",0,-
1994-02-19,FC,1M,ADV,任天堂,ゼルダの伝説1,"￥4,900","￥5,000代",0,-
1994-02-19,FC,2M,PZL,任天堂,ワリオの森,"￥4,900","￥5,000代",0,-
1994-02-27,FC,4M,RPG,スクウェア,ファイナルファンタジーⅠ・Ⅱ,"￥6,800","￥7,000代",0,-
